question,Cluster_Label
if i pray to ravana or some devil  then will krishna steady my faith in him?,55
if lord krishna is the father and mother of this universe then why are we so different?,47
if moksha is true then will prahlad take rebirth in next cycle of four yug for narsingh avtar of shri hari?,14
if my astral and causal bodies are within me  how they are controlling my luck 1000 miles away?,9
if one simply needs to understand the supreme personality of godhead then why many people dedicate their lives in the studying of the vedas?,27
if parmatma is within me then can i pray to myself?,10
if reincarnation is false  doesnt that make the whole argument of bhagavad gita invalid?,49
if there is difference of opinion between purana and gita and dharmashashtras(like: manusmriti etc)  which will take more precedence?,52
if we all have taken different incarnations due to our karma  how can we explain what might have caused our first incarnation,11
if we carry our karma to our next life  does it mean people who are poor/sad/disabled deserve such a life? and isnt helping them a sin too?,6
if we dont have a guru is it better not to read bhagavat gita or read it?,57
importance of penance in life,41
in bhagavad gita  why does krishna talk about his opinions?,8
in gita whether krishna says that gita is krishna himself,8
in hinduism  are you not supposed to be happy?,0
in mahabharata what karna life said or moral? a good man take down by cheats is that correct?,28
in saptha vyasanalu  speaking rudely is also there or not,30
in the bhagavadgītā  what are some objections to its proposed solutions to the paradox of action?,32
in the gita  the lord said the soul does nothing. then who does?,49
in the mahābhārata  where does vidura-gītā begin and end? what are its first and last verses?,53
in which verse number of gita  krishna tells about sankhya yoga?,8
in which verse of gita  has krishna declared that he is shiva  vishnu  brahma  devi  supreme,8
in yajurveda there is written “naasptimasti” means there is no idol of god and still we do worship of idols?,10
interesting question about karma,11
interpretation of the word tyaktajīvitāḥ in sanskrit,30
interpreting bhagavad gita verse 8.16,5
is the law of attraction found in hindu scriptures?,43
is a neutral person in a religious war equal to enemy  according to gita?,8
is a yogi free from the fruits of his actions(good or bad)?if so why?,24
is aham brahmasmi the embodiment principle of seeing the veda by the maharshis?,50
is bg 16.23 referring to vedas or dharma śāstras?,30
is bhagavad gita 9.26 advocating vegetarianism?,60
is bhagavad gita misogynist from the interpretation of a. c. bhaktivedantas version as it is?,60
is bhagavad gita text shruti or smriti?,53
is bhagavad gita with 745 verses available?,21
is bhagavad-gita an upanishad according to the scriptures?,60
is bhagavath gita part of jaya  bharatha or mahabharatha?,53
is bramacharya necessary for spiritual advancement?,36
is dharma of all people different ? how to know ones own dharma with precison?,59
is every jeeva eternal like the ultimate god (nirguna brahman) or temporary within cycle?,40
is every print of shree bhagavad-gita the authentic one?,21
is everything fixed and i (as a limited individual) am not the doer in spite of heisenbergs uncertainty?,41
is fear not as bad as anger and lust?,19
is gita 2:45 asking us to reject the vedas?,7
is gita from yogananda a translation or commentary?,53
is hamsa yogis bhagavad gita commentary really older than adi shankara?,42
is hinduism religious philosophy mono-theistic (paratma) or bi-theistic (prakriti and purush)?,33
is it bhagavad (भगवद्) -- gita/gitā (गीता) or gita (गीत)?,53
is it fine to consume sattvic food prepared more than 3 hours ago?,22
is it mandatory to follow one marga?,41
is it necessary for a soul to attain enlightenment in order to attain liberation after death?,58
is it necessary to follow all the instructions from gita?,49
is it necessary to read the mahatmya in bhagavad-gita?,57
is it okay to chant devi durga mantra om dum durgaye namah to aid in sleeping?,3
is it permissible to transgress scriptural injunctions when they are against your conscience?,19
is it possible for a non hindu who rejects the teaching of vedas and gita attain moksha?,14
is it true that gita had 3 author,7
is it true that the total number of souls remains constant as per bhagavad gita?,0
is jayadevas gita govinda a religious text for any sect?,7
is k.m. gangulis translation of the anu gita in line with other mahabharata translators?,45
is killing justified in the bhagwad gita?,49
is knowledge superior to karma?,11
is krishna presenting swarga versus enjoyment of worldly pleasures as win-win alternatives to arjuna if he were to fight?,13
is krishna putting fighting over peacekeeping in bg 2 - 31?,13
is only bhagvad gita being used in the indian courts for taking oath? why?,49
is our next destination (next birth or heaven/hell) determined by our last moment of death?,58
is parmatma the fire or the heat of the fire?,4
is proselytization into hindu-dharma consistent with bhagavad gita?,60
is selfness concept in gita is aplicable in kaliyug ? yes/no,49
is setting a goal useless if bhagavad gita says to work without expecting the rewards?,0
is shiva gita same as ishvara gita?,52
is someone paying for meat assigned same sin as the one bringing it home?,6
is success different for everybody according to bhagavad gita?,0
is the i / me beyond brahman?,50
is the atman in every being eternally unique and fundamentally individual?,40
is the bhagavad gita a distinct chapter of mahabarata?,60
is the concept of sattvik  rajasik  tamasik food found in the vedas?,22
is the current form of gita is authentic as what krishna actually said or interpolated?,8
is the feeling of deja vu  a glimpse of self realization?,35
is the gita saar (summary of bhagavad gita) an authentic scripture?,21
is the hindu sect you are born into considered your svadharma?,43
is the sankhya darshana/philosophy prior to bhagavad gita and upanishads?,21
is there any bhakti as we understand it today in the bhakti yoga chapter of the gita?,60
is there any chapter/scripture in bhagavad geeta that specifically talks about sutak (death),58
is there any easy technique written in bhagavad gita to control lust?,57
is there any evidence that krishna means supreme rigvedic deities like indra when he talks about devatas conferring limited benefits?,55
is there any mention of geeta before sankara bhashya?,42
is there any merit to the claim the gita was written as a repsonse to buddhism?,7
is there any reference that krishna was connected to brahman while speaking gita?,8
is there any scriptures written that who does not offer anything to god before daily activities is a thief?,19
is there any statement that bhakti destroys karma?,11
is there any verse or any quote we find in any of the scriptures talking abour racism?,43
is there anything in our scriptures where it says something similar to as a man thinketh in his heart  so is he,25
is there merit in continuing with a practice if you have faltered?,41
is there online e books available of shri baladeva vidyabhushana which are in sanskrit?,45
is there other technique which lord krishna has given in gita to keep our mind steady?,8
is there praise of krishnas bhagavad gita in scripture?,8
is this quote about the bhagavad gita properly attributed to albert einstein?,60
is this shloka a misintrepretetion of bg 4:7 or it is present in any sacred text?,30
is this verse really there in the bhagavat gita? please answer with reference,5
is uttara gita mentioned by any previous acharyas in their works?,53
is vaishya a dwija caste?,43
is vishnu called internally or externally tamasic in suta gita and shiva dharmottara purana?,8
is vishnu present in the current time?,55
iskcons bhagavad-gita vs other bhagavad-gitas,52
jīvamukti in the ribhu gita,53
kaam is one of prusarth but in gita krishna consider it as gateway to hell . how?,8
karma for the very first birth,11
karma yoga in workplace,11
killing animals  karma and our birth,11
krishna on choosing between character and a secure future?,55
krishna said in bhagawad gita that he is rama among the weapon wielders. whom was he referring to rama (or) parasurama?,8
krishnas time with gopis and bhagavad gita verses 3.21-23,8
lord hanuman is called as pavan-putra  the son of wind. the vedas say  there are fortynine winds. which pawan  helped conceive lord hanuman?,28
lord krishna on free will?,55
lord krishna said tejah of the moon is from me? what is mean by that?,55
manu smriti contradicts bhagavad gita on qualities of women?,0
manusmriti says sama veda is impure  whereas krishna says he is sama veda of all the vedas,8
meaning of bhagwad gita : chapter 2 verse 8,5
meaning of gita chapter 5 verse 13,5
meaning of inaction in action and action in inaction in bhagavadgita 4.18,32
merit through charity vs gifts,12
merits vs. good karma vs. acting out of anger,11
mindful action is related to the naive notion of morality and ethics,32
modernish books on gita  vedas/upanishads for tweens/teens,7
moksha or salvation in vedas and vedanta,14
more information about the idea of asvattha  the tree of transmigration found in chapter 15 of bhagavad gita,5
my question is on the bhagavad geeta chapter 1 verse 1.?,5
nasta moha in bhagavad gita,60
need help on gita chapter 13 verse 22,5
nirodhah and asamsayam mahābhāo meanings in dhyānayogo shl. 35,5
nishkaam karma yoga,11
nishkama karna how to apply in modern day,28
non fruitful actions,32
not understood slokas of the shiva gita,5
nyaya vaishnavism,14
on receiving gifts and charity,12
on the nature of krishna,55
on verses  from major hindu texts  similar in purport to those found in the bhagawat gita,21
original ramayana and mahabharata,62
original sanskrit texts,62
parbrahman was the real author of bhagvad gita and krishna was the mere medium?,8
please recommend some works on criticism/critique of the hindu scripture bhagavad gita?,21
point behind creation,56
possible contradiction between gita and vedas regarding rituals?,7
prapatti-yog (surrender) is higher than bhakti  karma  gyan yog?,33
prohibitions on brahmins regarding reading bhagavad gita,57
proof of past eternity of souls in vedas and upanishads,58
punishment for sins or rewards for good deeds in previous births  but how do we know?,6
purity of soul according to gita,49
qualification needed for understanding bhagavad gita as it is,57
question about karmyog(need guidance),39
question on gita 3.17 translation/interpretation,5
reconcilling vedas with existence of rama  krishna and related questions,55
reference for a colloquial saying in bhagwad gita,53
reference that details bg verse 15.13,5
regarding a shloka similar to a shloka in guru gita,49
regarding permanence of matter and earthly life,40
reincarnation and past life ambitions and emotions,16
relation between modern physics and hinduism,43
remedy for varna sankar वर्ण संकर?,33
rules to read bhagavth geeta and ramayanam,57
sankhya vs advaitha,30
sankhya yoga - bhagvat gita,60
shaivism influences on bhagavad geeta,60
shankaras gita bhasya says that the self transmigrates. is this true?,42
shiva gita in english with commentaries from eminent philosophers,45
should a kṣatriya always accept a gambling match by the opponent?,39
should a person love only god (krishna) ? what does bhagvad gita say about it?,8
should i be totally involved or non-attached?,15
should only iskcon english translations of scripture be cited when traditional versions are also available?,45
shunya (nothingness) vs purna (fullness) -- how to reconcile the seemingly contradictive statements in uttara gita?,49
significance of life in bhagavad gītā,60
soul never dies as per gita. so does the memory always remain with the soul or it gets wiped out when a person dies?,58
soul  rebirth  humans and animals,58
sri vishnu gita is present in which puranas or ancient texts or scriptures.?,53
stance of bhagwad gita regarding permanence of life,49
summarized srimada bhagavad geeta verses,30
tenets of hinduism in short,43
the actual meaning of bhagavadh gitas chapter 3 verse 14,5
the akshaya patras legend in the mahabharata,28
the ambiguous nature of swadharma in the gita,49
the best and easiest way to learn the bhagwad geeta,57
the best method for attaining krishna,55
the concept of shunya (void) by dattatreya,14
the holy geeta or god talks with arjuna?,44
the motto of the indian army seva parmo dharma is derived from which hindu scripture exactly?,0
the source of the saying smruthi changes with time?,1
the story and principle of adding shree श्री before our sacred religious books?,43
the story of lord krishnas death,55
the three gates of hell: lust  anger and greed. what are they?  why are they bad?,61
the varna system and capitalism,43
to expect or not to expect in life?,41
two conflicting thoughts among hindus in recent days?,43
understanding bhagavad gita 2.46  2.47,5
understanding these slokas of the shiva gita,5
using om tat sat mantra in daily life,22
uttara gita bhashya of gaudapada,53
uttara gita: source of uttara gita in mahabharata,53
verification of claims of being an incarnation,40
verification of dharma always triumphs at the end,0
verses similar to gita 2:42 in the vedas and upanishads?,7
vyadha gita in the original sanskrit text,53
was bhagavad gita a later interpolation?,60
was brihaspati mentioned in rig veda and usana mentioned in rig veda and bhagavadgita the same person?,30
was karna in the bhishma parva?,28
was krishna himself a stithpragya purusha?,13
was shankara a bhakta of saguna brahman narayana or did he consider nirguna brahman to be supreme?,42
was sri krishna actually “unable” to repeat the gita what’s the vaishnav/shaiva stance on this?,8
was sri krishnas vishwaroopam seen by anyone before the gita upadesha?,8
was the time temporarily stopped by lord krishna during geeta upadesham?,1
was verse 3.7.2 of brihadaranyaka upanishad  a forerunner to sri krishnas statement in bg?,8
we’re kept from our goal not by obstacles  but by a clear path to a lesser goal,41
wendy doniger and the bhagavad gita,60
were ganesh and kartikeya mentioned in vedas? is ganapati elder to kartikeya?,28
what about the different interpretations of bhagavad gita?,52
what actually is vishvaroop darshan?,4
what are differences between dnyaneshwari and other bhagavad gita commentaries?,52
what are good hindi or kannada translations of jayadevas gita govinda (sanskrit)?,45
what are sense objects ? what are their types?,63
what are some similar verses to gita 2:26,7
what are the three worlds referred to in the bhagavad gita 3.22?,5
what are the best websites/books/ translations of works of vallabhacharya and shuddhādvaita?,45
what are the differences in teachings between yoga vasista  ashtavakra gita  and vivekachudamani?,52
what are the different types of lokas?,51
what are the eight fold paths in the gita?,53
what are the flowery words of vedas mentioned in geeta?,30
what are the laws of nature and what happens if somebody breaks them?,16
what are the lines in the bhagavad gita that sandip is alluding to?,5
what are the major texts of shaivites?,62
what are the types of bhakti-yoga?,51
what are the verses in bhagavad-gita that support advaita?,21
what are the yagnas sri krishna was referring to in srimad bhagavad gita?,8
what bhagavad-gita says about responding to those who hurt you?,5
what can i do to reduce anger  greed  lust  fear and ego?,17
what defines the vedanta school?,43
what did adi shankara tell about jagat in bhashya granthas?,42
what did arjun see in the vishwaroop of lord krishna?,13
what did god the supreme being create actually: body or mind?,25
what do adi shankara thinks about bhagavad gita?,42
what does gita anvay yog samanvay mean?,53
what does killer of soul which is written in śrī īśopaniṣad  mantra no 3 means?,58
what does prescribed duties mean? how do i differentiate between prescribed duties and unprescribed duties?,15
what does gita anvay yog samanvay mean?,53
what does gita chapter 7 verse 23 mean?,5
what does hindu scriptures say about caste system?,43
what does it mean whoever remembers krishna at last moment of death attains krishna?,55
what does krishna say in bhagavad gita about his relationships to the tri-murtis?,8
what does other sects  acharyas believe in bhagavad gita 7.19 sloka except vasinava acharayas or sects?,21
what does the bhagavad gita mean when it says caste is based on gunas? does it mean trained  external behavior  or genetic predisposition?,60
what does the term in the playing fields as used in the bhagadavida gita really mean?,5
what exactly does bhagavadh gita say about athesits,5
what happened after one has achieved oneness with god. according to vedas and bhagavad gita,0
what happened to yashoda after krishna ji left gokul?,13
what happened when the devas asked who are you to lord shiva?,30
what happens if a mantra / sadhana is siddha?,37
what happens on moksha as per bhagvad gita?,14
what happens to a person who commits suicide according to vedas and bhagavd gita,37
what happens to a persons karma if he attains salvation at the time of his death?,37
what happens to someone who dies without any thoughts as per hindu scriptures?,37
what happens to the soul of a person who died unnaturally in an accident?,58
what happens to the soul that attained liberation? is it ever reborn again?,37
what happens to those who keep lying using god/mother promises?,37
what happens with karma with expectations of fruits?,11
what is (the definition of)yoga?,23
what is tapa in hinduism?,43
what is called adhibhuta (matter)?,39
what is correct interpretation of bhagavad gita 9:32?,5
what is dharma according to the bhagavad gita?,60
what is dharma?,4
what is discipline according to bhagavat gita?,60
what is dispassion to a samsaric?,4
what is karma? why god tell to perform duties?,11
what is krsna paksh( darkness)  sukla paksh(brightness) in bhagavad gita?,39
what is madhvācāryas translation and commentary to śb 12.13.16?,45
what is maya and why is it there?,4
what is meant bhagvad gita 7.23?isnt god one?,5
what is meant by doing work without thinking about the fruit of activity?,15
what is meant by the field of dharma in the bhagavad gita?,60
what is ravana gita  is it ever mentioned in any puran?,53
what is sahaja pranayam?,39
what is sri ganesh gita?,53
what is the param dhama that lord krishna refers to in bhagavadgita,8
what is the actual interpretation of following bhagavad gita shlokha?,5
what is the best way to attain moksha (god-realization) in hinduism?,14
what is the best way to read bhagavad-gita for new person?,57
what is the bṛihat-sāma of sama veda that the lord shree krishna mentions in bg 11.35 and where can i find it.?,53
what is the core message of the bhagavad-gītā? what are some verses from bhagavad-gītā that one can refer to  to enrich life in general?,60
what is the deep meaning of chapter 2 verse 28 gita?,5
what is the deep meaning of this gita quote?,5
what is the deep meaning of this quote?,5
what is the definition of sorrow according to sri krishna  what are the main reasons of sorrow?,61
what is the difference between -- hypnotism and divya drushti granted to arjuna by krishna?,26
what is the difference between buddhi (बुद्धि) and mann (मन)?,14
what is the difference between jijnashu and jnani bhaktas mentioned in bhagavad gita?,52
what is the difference between karma yoga and sankhya yoga?,11
what is the difference between living beings and dead matter according to scriptures?,58
what is the difference between pancajanya   devadatta and paundram?,33
what is the difference between sacrifice (yajna) and charity (dana)?,12
what is the difference between shrimad bhagavatam and bhagavad gita?,52
what is the esoteric meaning of bg 4.29?,5
what is the gita verse for worshipping demigods fulfils material desires  but for moksha  one should worship me.,14
what is the importance of 1st chapter in bhagavad gita?,60
what is the last reference to sanjay - dhritarashtras narrator in mahabharata?,34
what is the mahapurusha vidya recommended in the uddhava gita?,53
what is the meaning and interpretation of bhagavad gita 4.11?,5
what is the meaning of abhyahanyanta in gita 1.13?,5
what is the meaning of bhīma-karmā vṛkodaraḥ in gita 1.15?,5
what is the meaning of night for all living beings and day for all living beings?,40
what is the meaning of renunciation of fruit/result of actions?,16
what is the meaning of supreme personality of godhead,27
what is the meaning of defective duty?,15
what is the meaning of gita ch.14 verse 27?,5
what is the meaning of intelligence being many branched?,25
what is the meaning of knowledge and wisdom in gita chapter 6 verse 8?,5
what is the meaning of om tat sat?,22
what is the meaning of organ of action?,32
what is the meaning of sacrifices and austerities in gita chapter 5 verse 29?,5
what is the meaning of samkhya?,39
what is the meaning of srimad bhagvad gita 3.26?,5
what is the meaning of the word gītā (गीता)?,53
what is the meaning of this statement dispassion for what has to be heard and what has been heard.(gita chapter 2 verse 52),5
what is the meaning of threefold miseries?,16
what is the meaning of worshiping a demigod? and is it bad to worship a demigod? [bg 4.12],10
what is the method of going into the sharan of krishna?,55
what is the most confidential knowledge in bhagavad-gita spoken in bg 18.64?,57
what is the most important text of saiva sect?,62
what is the object to be attained according to gita?,49
what is the origin of bhagavad gita?,60
what is the origin of nishkama karma (selfless action)?,11
what is the philisohopical difference between gyan yoga and sankhya yoga,52
what is the philosophy of bhagvat gita  advita or dvaita?,60
what is the philosophy of yatharth geeta?,42
what is the purpose of personal life if one inevitably winds up undoing his carma and personality to merge with the absolute?,16
what is the rahasyashatra (रहस्यशास्त्र) sri abhinavagupta talks about in bg 3.11,30
what is the reason behind gita favoring the satvika way over others?,7
what is the relation between attraction(राग) and repulsion(द्वेष)?,47
what is the sankhya view on creation?,42
what is the seed of desire as per scripture?,17
what is the source of gita jayanti date?,53
what is the source of uttara gita,53
what is the story of the pishacha who overheard the bhagavad gita?,60
what is the term stithpragya (steady wisdom) according to bhagavad gita?,60
what is the true meaning of mat-karma in the bhagavad gita?,11
what is the true meaning of never consider yourself the cause of the results of your activities,41
what is the ultimate destination for souls in bhagavad gita?,49
what is the view of vedanta sect on yoga and sankhya?,23
what is the yogeshwara form of god vishnu?,55
what is yoga according to bhagavad gita?,23
what scriptures did people follow before dwapara yuga?,62
what scriptures  other than the yoga sutras and the bhagavad gita  mention maitri  karuna  mudita and upeksha?,7
what shloka in bhagvatgita says that it is a sin to tolerate injustice?,6
what should i read  where should i start  and in what sequence - when reading hindu religious books?,62
what sort of questions perplexed prince arjuna before the start of the mahabharata war,26
what subcommentaries on adi shankaracharya’s bhagavad gita bhashya are available online in english?,45
what type of attachment ? gita chapter 5 verse 11,5
what verse of bhagavat gita  according to scholars explicitly favour advaitic interpretation?,21
what was krishnas opinion on inter-caste marriage?,43
what was that secret message dhritarashtra sent to arjuna before the day of war?,26
what was the significance of blowing (sounding of) the transcendental conch-shells in the kurukshetra war?,34
what would be the motto to live a life?according to geeta or any holy book?,0
whats the implication on gender dynamics of bhagavat gita 9.32 interpreted according to dvaita in mahabharata tatparya nirnaya by shri madhwacharya?,5
when did arjuna know that karna was his brother,26
when the soul does dharma or karma  does the intellect rise or the consciousness level?,25
where are madhvacharyas puranic quotes describing the path to moksha?,14
where can i find a good comparitive study of the prasthana trayi commentaries?,45
where can i find a searchable online text of the bhagavad gita?,21
where can i find the holy geeta by swami chinmayananda with *good quality pages*?,45
where can i read guthartha dipika of madhusudana saraswati online  in english?,45
where can i read prasthana trayi from satya sai school?,45
where can i read sridhara swamis commentary on the bhagavad gita online in english?,45
where can i read the bhagavad gita with the commentary of vishwanath chakravarti thakura in english in a pdf version?,45
where does bhagavad gita talk about levels of reality?,60
where exactly is ashtavakra gita found?,53
where exactly is the bhagavad geeta quote that the ultimate aim of life is to attain moksha found?,14
where from i get ribhu gita?,53
where gita is mentioned in mahabharata?,53
where i can find gita-mahatmya in original devanagari script (7 slokas in devanagari script) from introduction to bhagavad-gita of srila prabhupada,53
where is bhagavad gita referred to as hari gita?,53
where is it written  to oppress is a sin  but to tolerate oppression is a far greater sin,19
where is the scriptural reference (or evidence) that the bhagavad gita is an upanishad?,21
where is the verse where krishna says hes the father of all?,55
where is the word bhagavad gita found?,53
where this statement i know how to control the universe mentioned in bhagvad gita?,5
which chapter of skanda purana contains guru gita?,53
which chapters of bhagavad gita should be read for shanti of the departed ancestors?,57
which characters in mahabharata and mahabharata war are fit in definition of yoga,23
which commentary of the bhagavata gita is the best?,21
which famous quotes are wrongly attributed to bhagavad gita?,21
which geeta shlok says thus?,30
which hindu scriptures explicity mention that we take only one birth?,40
which is the most trusted bhagvat gita version available?,21
which is the oldest text that mentions gita other than mahabharata and purans?,53
which is the prime holy book of hindus?,62
which mission is implied by the purport of gita 10.42?,49
which other texts apart from shri bhagvad gita talk about the indestructible nature of human soul/atman?,21
which scripture describes lord shiva as īśaḿ (ईशं) ? is it one of the form of lord shiva?,10
which scriptures say that by chanting lords name during the time of ones death one can attain moksha?,14
which sect does swami mukundananda belong to?,14
which texts are infallible and inerrant?,62
which verse of the bhagavad gita says if you dont fight for what you want  dont cry for what you lost?,5
which verse(s) from the srimad bhagavatam was/were quoted by acharya abhinavagupta in his commentary on the bhagavad-gita?,21
which verses from gita were referred by j robert oppenheimer (the father of atomic bomb)?,34
who are they in bg 16.8? atheists? cārvākas? vaiśeṣikas?,4
who are rig veda   yajur veda and atharv veda?,30
who are the (sixteen?) mothers referred to by sri adi sankaracharya?,43
who are the best of brahmins?,4
who are the chatur bhaginyadinis mentioned by adi shankaracharya?,42
who are the speakers of the other gitas?,53
who compiled pandava gita and what is the earliest reference to it?,53
who compiled saptasloki gita and chatuhsloki bhagavata?,53
who decided to include only three particular texts in the group called prasthanatrayi?,62
who developed the terminology of the prasthanatrayi of the vedanta school?,62
who first coined the term sanatan dharma?,4
who had the sacred knowledge of bhagavat gita before arjuna?,44
who has written bhagvat geeta?,21
who is it possible that gita is written in classical sanskrit and not in vedic sanskrit?,53
who is parmeshvara  ishwara  vasudeva? what is the difference among them?,28
who is right: vivekananda or lord krishna?,8
who is writing this? who am i?,56
who was the preceptor of seeradhwaj king janak?,34
who were the people that thought śaṅkarācārya was the author of bhagavad-gītā?,21
who wrote bhagavad gita/mahabharata?,21
whom was the vedic knowledge given to in the vaivasvata manvantara  manu or vivasvan? (contradiction in the gita and purana),30
whose vishwaroop did arjuna actually see?,13
why margasheersha month is auspicious?,39
why a husband is called पतीपरमेश्वर (pati parmeshwar)? whom should a wife devote to at time of death?,33
why a positive emotion like happiness is not encouraged by krishna in geetha?,8
why are the chapters of bhagavad gita called yoga?,60
why are the techniques of kriya yoga a secret while it is mentioned in gita?,23
why are there two versions of chapter 1 - verse 8 of bhagavad geetha?,30
why arjuna did not attain moksha/mukti despite the upadesha of geeta?,44
why atma is interpreted as a witness.?,30
why bhagvad geeta is classified as smriti and not shruti? even though it was told directly by brahman in the form of shri krishna?,30
why can we eat living plants but not living animals?,40
why can’t we justify offering animal sacrifice using bhagwad gita?,49
why create evil?,29
why did arjuna forget teachings of bhagavad gita?,44
why did arjuna forget the bhagavad gita?,44
why did duryodhana mention specific warrior names in the bhagwat gita  chapter-1?,46
why did god made mind so hard to control?,48
why did lord krishna curse ashwatthama?,13
why did lord krishna tell bhagwat gita only to arjuna and not anyone else?,44
why did many devas along with vishnu incarnate on earth as major mahabharat characters during dwapara yuga?,46
why did moha (disillusion) arise in arjuna only before the kurukshetra war in mahabharata but not the previous battles?,18
why did parshuram curse stotras? why gita  vishnu sahasranama and chandika saptashathi among some more are free form all dosha?,33
why did sri krishna advice arjuna to do service to other saints  for gaining knowledge?,44
why did sri krishna say he is indra among devatas?,13
why did sri krishna say he is usanas among seers?,13
why did sri krishna say he was vajra among weapons?,13
why did swami vivekanada say so?,30
why did vishnu incarnate as buddha after delivering gita?,8
why didnt kṛṣṇa really prevent the mahābhārata war? did kṛṣṇa classify the kurukṣetra war as hiṁsā or ahiṁsā?,28
why do scriptures use trivial examples?,30
why do shankaracharya and ramanujacharya in their gita bhasya 18.41 say that sudras are tamasik?,42
why do sinful people get punished by god if they are puppeted by the lord?,6
why do the vedas have hymns to worship demi gods (agni  indra  etc) but gita say not to worship demigods?,7
why does yogakshema word has different context in bg 2.45 and bg 9.22,30
why does adi shankaracharya think that self cannot perceive a relation between itself and avidya?,42
why does bhagavan krishna use the phrase other deities in gita (7.20)?,8
why does bhagwad gita contradict itself?,49
why does geeta call vedas as traigunya vishaya?,30
why does gita mahatmaya by shankaracharya say we dont need any scripture contary to bg 16:17  16:23,49
why does krishna consider/believe the devotee who worship him as saguna superior than who worship as nirguna?,47
why does krishna in certain verses of the gita state they are only his opinion?,8
why does krishna say he is not responsible for ones deeds yet he says he controls everything and is in everything?,55
why does krishna say he is the ganga among rivers  when  as parabrahman  he is all rivers?,47
why does krishna say that i am the light of the sun and the moon... when the moon has no light of its own?,55
why does krishna say worshipers of other deities do not reach him  although they are also only worshiping him indirectly?,47
why does krishna vishwaroop contain all the manifestations of adityas  rudras  shiva  brahma  vasus  aswinis  etc.  but surprisingly not sri ram?,13
why does our soul reside in our heart? what does that mean?,25
why does the avadhuta gita 1.36 say that the absolute truth is devoid of both duality and nonduality?,30
why each word of srimad bhagavad gita is considered to be so important?,60
why fight against adharma if everything is already planned?,41
why hindu is not connected to other hindu but every hindu is connected with lord kirshna?,43
why is bhagavad gita considered more prominent than ramayana?,60
why is bhagavad gita of lord krishna considered as the ultimate gita?,60
why is bhagavad gita the only the granth whose jayanti (birthday) being celebrated?,60
why is caste system there in hindu religion?,43
why is indra called vasava?,39
why is it said in vedanta that you are not the doer of any action?,32
why is janmashtami an important festival in hinduism?,12
why is kripacharya known as samitinjaya,39
why is krishna/vishnus viswarupa so fierce?,13
why is om believed as pranav mantra? although humming sound mmm.. in the aum chant is the pranav/moola mantra,30
why is the gita called gita instead of gitah or gitam?,53
why is the knowledge of bhagavad gita secret and confidential?,60
why is the repression word used in verse 33 gita chapter 3?,5
why is the spine so important in spiritual activity?,36
why krishna advised arjun to worship other devas and attain powers?,44
why krishna is specifying woman  vaishyas and sudras in sloka 9.32 of bhagavad gita regarding attening supream goal?,30
why krishna says he is sama veda among vedas in bhagavad gita?,8
why lord krishna said o descendent of bharat to arjun?,13
why lord krishna say that wise lament neither for the living nor for the dead?,55
why lord krishna says he is bhrigu in sages?,8
why marichi is called maruts?,4
why negative results in life cannot be attributed to god in the form of blame?,6
why only geeta has shree bhagwan uvachah?,30
why pain and suffering?,61
why pandavs did not attained the moksha?,14
why previous births are only known to god and not to humans?,40
why reading bhagvad gita without guru can be dangerous?,57
why shlok from gita addresses third person instead of second?,30
why shri krishna did karma when he spoke against it in 2.21?,11
why shri krishna referred arjuna as conqueror of wealth?,18
why shri krishna referred himself as he in gita chapter 13 verse 14?,8
why the three levels of reality of advaita vedanta are not mentioned in any scriptures?,30
why there was so much hatred towards karna on the part of bheeshma and dronacharya?,28
why uddhava gita starts differently - are there different uddhava gitas?,52
why wasnt bhagavad gita available at the time of ramayana?,60
why we can not control our mind even chanting the hare -krishna mantra or any other highly recommended mantra by spiritual guru?,20
will god get angry if i start worshiping another god?,10
will i (psycho-physical i) cease to exist after death or moksha?,58
will non-vegetarians wont get liberation?,37
will one get liberation  if at the time of death one doesnt remember god though the one has been remembering god throughout his life?,58
wise men never initiates any action?,32
worship of one god and worship of shri ram,10
would justice  punishment accomplishment and dharma establishment take place irrespective of which side krishna fought for and which side won?,55
wouldn’t life had been better if one suffers his prarabdh karma in the same life time,11
