question,Cluster_Label
How did Duryodhana reach heaven despite harassing Draupadi and trying to kill Pandavas in wax palace?,13
How did Krishna justify war?,25
How did the author of Mahabarata know the exact conversation between Krishna and arjuna?,20
How do Advaitins counter the rebuttal of Ramanujacharya on Advaita Vedanta in His commentary on Bhagavad Gita 2.12?,19
How do Advaitins interpret Bhagavad Gita 7.24?,11
How do different Astika schools prove re-incarnation according to this verse of Bhagavad Gita?,11
How do dvaitins interpret this verse from Bhagavad Gita?,41
How do I know what is the right kind of work for me?,51
How do I know what the will of God is  if I want to surrender to it?,42
How do I prove casteism is not an inherent part of Hinduism?,4
How do our Past life desires and thoughts influence our nature in present life?,38
How do the Bhagavad Gita and the Brahma Sutras refer to each other?,37
How do Vedic fire rituals like Yajnas and agnihotra help the environment?,17
How does a Jogi lead his life? Are Yogi and Jogi the same?,36
How does Avyakta turn into Vyakta,8
How does dvaita theory counteract/explain BG 10:20,58
How does God undo destiny when one surrenders?,14
How does Krishna clarify the ambiguity Arjuna perceived in Bhagavad Gita chapter 3 verses 1-2?,6
How does Madhvacharya interpret Bhagavad Gita sloka 18.66?,19
How does one contemplate his identity with Lord Shiva?,33
How does Swami Vivekanandas psychological theory of Varna interpret Gita verses 4.13  18.41-47?,63
How does the non-believer profit from the Bhagavat Gita?,22
How does the quality of Tamas viz. ignorance  affect Moksha/Liberation?,62
How Four Natures created which are described in Bhagavad Gita?,19
How important is the Bhagavad Gita when compared to other Hindu texts?,37
How important is the Gita within Indian Philosophy?,28
How is Vishwa Virat Swaroop of Lord Krishna described in Mahabharata?,24
How is Bhagavad Gita by Swami Mukundananda?,0
How is the Visvarupa of Lord Shiva different from the Visvarupa of Lord Krishna?,13
How jnana marga works?,58
How king Janaka attained perfection through karma-yoga?,36
How listening to and reading Bhagvat Gita or the Puranas can remove sins?,31
How Lord Krishna explains on Knowledge is power?,34
How many and who heard Gita from Lord Krishna?,16
How many authentic Gitas are there?,11
How many English translations are there of the Srimad Bhagavad Gita apart from the The Bhagavad Gita As it is?,28
How many Gitas are there?,11
How many people listened to the Bhagavad Gita in the Mahabharata along with Arjuna?,16
How many prominent and most accepted commentaries are there on the Bhagavad-Gita?,37
How many times Krishna called Arjuna with different names? And what are those names?,53
How many types of Gita spoken by Lord Krishna(Vishnu) himself?,16
How many types of Vaishnava Charama Shloka(s) exist?,31
How much time did Sri Krishna take to preach Gita to Arjuna?,43
How old is the Bhagavad Gita?,0
How practical it is for a person to give up material needs and become spiritual?,51
How Sanjay heard Bhagwad Gita?,16
How should a person respond when attacked by another person  as per Hinduism?,34
How should I understand the word corruption in this passage of the Bhagavad Gita?,60
How should one decide his duties?,5
How the balance of Trigunas were determined for the first birth?,17
How to attain a state of Samadhi?,32
How to categorise intent with respect to deeds and karma?,38
How to get motivated to work if you follow Gita chapter 2  verse 47,46
How to know our Swadharma as mentioned in Bhagavad Gita?,11
How to know why did I come to earth and how to retire from it?,47
How to live our life?,51
How to prove that Nirvana term in Gita isnt borrowed from Buddhism?,63
How to reconcile hereditary varna vs. the limits of Sabda Pramana?,26
How to remain same in every situation according to the Gita?,22
How to start reading Bhagavad Gita?,28
How to tell if your guru is god-realized?,14
How to understand Bhagwat Gita?,28
How to use karma yoga effectively to neutralize all sins done in the past? Does following karma yoga remove all our sins?,44
How valid are these words of Arjuna in discouraging inter-caste marriages of contemporary times?,35
I am confused between two shlokas of the Bhagvad Geeta  Bg 9.23  Bg 9.25,22
I have read the Bhagavad Gita as it is. Does Srimad Bhagavatam something more than the gita?,60
Ideal motive behind action?,5
If atmas exchange bodies after death  does it mean the population/no. of bodies has to remain constant?,1
If Brahman is everything  then why does Krishna (Brahman) describe himself as best of things in Bhagavadgita?,55
If God is Samadarshi do prayers have any result?,54
If I pray to Ravana or some Devil  then will Krishna steady my faith in him?,52
If Lord Krishna is the father and mother of this Universe then why are we so different?,52
If moksha is true then will prahlad take rebirth in next cycle of four yug for narsingh avtar of shri hari?,61
If my astral and causal bodies are within me  how they are controlling my luck 1000 miles away?,62
If one simply needs to understand the Supreme Personality of Godhead then why many people dedicate their lives in the studying of the Vedas?,33
If Parmatma is within me then can I pray to myself?,49
If reincarnation is false  doesnt that make the whole argument of Bhagavad Gita invalid?,11
if there is difference of opinion between purana and gita and dharmashashtras(like: manusmriti etc)  which will take more precedence?,63
If we all have taken different incarnations due to our karma  how can we explain what might have caused our first incarnation,54
If we carry our karma to our next life  does it mean people who are poor/sad/disabled deserve such a life? And isnt helping them a sin too?,38
If we dont have a guru is it better not to read bhagavat gita or read it?,63
Importance of penance in life,15
In Bhagavad gIta  why does Krishna talk about his opinions?,43
in Gita whether Krishna says that Gita is Krishna himself,43
In Hinduism  are you not supposed to be happy?,33
In mahabharata what Karna life said or moral? a good man take down by cheats is that correct?,36
In saptha vyasanalu  speaking rudely is also there or not,36
In the Bhagavadgītā  what are some objections to its proposed solutions to the paradox of action?,46
In the Gita  the Lord said the soul does nothing. Then who does?,58
In the Mahābhārata  where does Vidura-gītā begin and end? What are its first and last verses?,28
In which verse number of Gita  Krishna tells about sankhya yoga?,29
in which verse of gita  has krishna declared that he is shiva  vishnu  brahma  devi  supreme,43
In Yajurveda there is written “Naasptimasti” means there is no idol of god and still we do worship of idols?,4
Interesting Question about Karma,47
Interpretation of the word tyaktajīvitāḥ in Sanskrit,46
Interpreting Bhagavad Gita verse 8.16,41
Is The Law Of attraction found In Hindu Scriptures?,4
Is a neutral person in a religious war equal to enemy  according to GITA?,13
Is a Yogi free from the fruits of his actions(good or bad)?If so why?,61
Is Aham Brahmasmi the embodiment principle of seeing the veda by the Maharshis?,61
Is BG 16.23 referring to Vedas or dharma śāstras?,22
Is Bhagavad Gita 9.26 advocating vegetarianism?,41
Is Bhagavad Gita misogynist from the interpretation of A. C. Bhaktivedantas Version As it is?,60
Is Bhagavad Gita text Shruti or Smriti?,37
Is Bhagavad Gita with 745 verses available?,0
Is Bhagavad-Gita an Upanishad according to the scriptures?,37
Is Bhagavath Gita part of Jaya  Bharatha or Mahabharatha?,0
Is Bramacharya necessary for spiritual advancement?,44
Is Dharma of all people different ? How to know ones own dharma with precison?,44
Is every Jeeva eternal like the ultimate God (nirguna Brahman) or temporary within cycle?,17
Is every print of Shree Bhagavad-Gita the authentic one?,0
Is everything fixed and I (as a limited individual) am not the doer in spite of Heisenbergs uncertainty?,62
Is fear not as bad as anger and lust?,10
Is gita 2:45 asking us to reject the Vedas?,29
Is Gita from Yogananda a translation or commentary?,37
Is Hamsa Yogis Bhagavad Gita commentary really older than Adi Shankara?,60
Is Hinduism religious philosophy mono-theistic (Paratma) or bi-theistic (Prakriti and Purush)?,58
Is it Bhagavad (भगवद्) -- GitA/Gitā (गीता) or Gita (गीत)?,0
Is it fine to consume Sattvic food prepared more than 3 hours ago?,49
Is it mandatory to follow one Marga?,49
Is it necessary for a soul to attain enlightenment in order to attain liberation after death?,23
Is it necessary to follow all the instructions from Gita?,63
Is it necessary to read the Mahatmya in Bhagavad-Gita?,28
Is it okay to Chant Devi Durga mantra OM DUM DURGAYE NAMAH to aid in sleeping?,61
Is it permissible to transgress scriptural injunctions when they are against your conscience?,49
Is it possible for a non Hindu who rejects the teaching of Vedas and Gita attain Moksha?,46
Is it true that gita had 3 author,29
Is it true that the total number of souls remains constant as per Bhagavad Gita?,7
Is Jayadevas Gita Govinda a religious text for any sect?,41
Is K.M. Gangulis translation of the Anu Gita in line with other Mahabharata translators?,29
Is killing justified in the Bhagwad Gita?,19
Is Knowledge superior to karma?,49
Is Krishna presenting Swarga versus enjoyment of worldly pleasures as win-win alternatives to Arjuna if he were to fight?,39
Is Krishna putting fighting over peacekeeping in BG 2 - 31?,39
Is only Bhagvad Gita being used in the Indian courts for taking oath? Why?,60
Is our next destination (next birth or heaven/hell) determined by our last moment of death?,15
Is Parmatma the fire or the heat of the fire?,4
is proselytization into hindu-dharma consistent with bhagavad gita?,60
Is selfness concept in Gita is aplicable in Kaliyug ? Yes/No,46
Is setting a goal useless if Bhagavad Gita says to work without expecting the rewards?,22
Is Shiva gita same as Ishvara Gita?,11
Is someone paying for meat assigned same sin as the one bringing it home?,10
Is success different for everybody according to Bhagavad Gita?,19
Is the I / Me beyond Brahman?,61
Is the atman in every being eternally unique and fundamentally individual?,4
Is the Bhagavad Gita a distinct chapter of Mahabarata?,0
Is the concept of Sattvik  Rajasik  Tamasik food found in the Vedas?,17
Is the current form of Gita is authentic as what Krishna actually said or interpolated?,56
Is the feeling of Deja Vu  a glimpse of self realization?,1
Is the Gita Saar (summary of Bhagavad Gita) an authentic scripture?,37
is the Hindu sect you are born into considered your svadharma?,49
Is the Sankhya Darshana/Philosophy prior to Bhagavad Gita and Upanishads?,11
Is there any Bhakti as we understand it today in the Bhakti Yoga chapter of the Gita?,63
Is there any chapter/Scripture in Bhagavad Geeta that specifically talks about sutak (Death),31
Is there any easy technique written in Bhagavad GITA to control lust?,7
Is there any evidence that Krishna means supreme RigVedic deities like Indra when he talks about devatas conferring limited benefits?,18
Is there any mention of geeta before sankara bhashya?,29
Is there any merit to the claim the Gita was written as a repsonse to Buddhism?,0
Is there any reference that Krishna was connected to Brahman while speaking Gita?,43
Is there any scriptures written that who does not offer anything to god before daily activities is a thief?,54
Is there any statement that bhakti destroys karma?,58
Is there any verse or any quote we find in any of the scriptures talking abour racism?,4
Is there anything in our scriptures where it says something similar to As a man thinketh in his heart  so is he,4
Is there merit in continuing with a practice if you have faltered?,23
Is there online e books available of Shri Baladeva Vidyabhushana which are in Sanskrit?,46
Is there other technique which Lord Krishna has given in Gita to keep our mind steady?,19
Is there praise of Krishnas Bhagavad Gita in scripture?,57
Is this quote about the Bhagavad Gita properly attributed to Albert Einstein?,41
Is this shloka a misintrepretetion of BG 4:7 or it is present in any sacred text?,3
Is this verse really there in the Bhagavat Gita? Please answer with reference,29
Is uttara gita mentioned by any previous acharyas in their works?,29
Is Vaishya a dwija caste?,36
Is Vishnu called internally or externally Tamasic in Suta Gita and Shiva Dharmottara Purana?,3
Is Vishnu present in the current time?,18
ISKCONs Bhagavad-Gita vs Other Bhagavad-Gitas,37
Jīvamukti in the ribhu Gita,41
Kaam is one of Prusarth but In Gita Krishna consider it as gateway to hell . How?,13
Karma for the very first birth,33
Karma Yoga in Workplace,44
Killing animals  Karma and our birth,54
Krishna on choosing between character and a secure future?,34
Krishna said in Bhagawad Gita that He is Rama among the weapon wielders. Whom was He referring to Rama (or) Parasurama?,24
Krishnas time with gopis and Bhagavad Gita verses 3.21-23,24
Lord Hanuman is called as Pavan-putra  the son of wind. The Vedas say  there are fortynine winds. Which Pawan  helped conceive Lord Hanuman?,36
Lord Krishna on Free Will?,2
Lord krishna said Tejah of the moon is from me? What is mean by that?,55
Manu Smriti contradicts Bhagavad Gita on qualities of women?,11
Manusmriti says Sama Veda is impure  whereas Krishna says he is Sama Veda of all the Vedas,24
Meaning of Bhagwad Gita : chapter 2 verse 8,41
Meaning of Gita chapter 5 verse 13,19
Meaning of inaction in action and action in inaction in Bhagavadgita 4.18,58
Merit through Charity Vs Gifts,21
Merits vs. Good Karma vs. Acting out of Anger,21
mindful action is related to the naive notion of morality and ethics,23
Modernish books on Gita  Vedas/Upanishads for tweens/teens,63
Moksha or Salvation in Vedas and Vedanta,8
More information about the idea of Asvattha  the tree of transmigration found in Chapter 15 of Bhagavad Gita,22
My question is on the Bhagavad Geeta Chapter 1 verse 1.?,19
Nasta Moha in Bhagavad Gita,28
Need help on Gita chapter 13 verse 22,41
Nirodhah and Asamsayam mahābhāo meanings in Dhyānayogo shl. 35,58
Nishkaam karma Yoga,8
Nishkama karna how to apply in modern day,8
Non fruitful actions,38
not understood slokas of the shiva gita,63
Nyaya Vaishnavism,7
On receiving gifts and charity,38
On the nature of Krishna,2
On verses  from major Hindu texts  similar in purport to those found in the Bhagawat Gita,37
Original Ramayana and Mahabharata,3
Original sanskrit texts,22
Parbrahman was the real author of Bhagvad Gita and Krishna was the mere medium?,16
Please recommend some works on criticism/critique of the Hindu scripture Bhagavad Gita?,0
Point behind Creation,1
Possible contradiction between Gita and Vedas regarding rituals?,41
Prapatti-Yog (Surrender) is higher than Bhakti  Karma  Gyan Yog?,58
Prohibitions on Brahmins regarding reading Bhagavad Gita,28
Proof of past eternity of souls in Vedas and Upanishads,17
Punishment for sins or rewards for good deeds in previous births  but how do we know?,5
purity of soul according to gita,22
Qualification needed for understanding Bhagavad Gita as it is,28
Question about karmyog(need guidance),33
Question on Gita 3.17 translation/interpretation,11
Reconcilling Vedas with existence of Rama  Krishna and related questions,55
Reference for a colloquial saying in Bhagwad Gita,29
Reference that details BG verse 15.13,36
Regarding a shloka similar to a shloka in guru gita,11
regarding permanence of matter and earthly life,38
Reincarnation and past life ambitions and emotions,15
Relation between Modern Physics and Hinduism,36
Remedy for Varna Sankar वर्ण संकर?,31
Rules to read bhagavth geeta and Ramayanam,11
Sankhya vs Advaitha,3
Sankhya yoga - Bhagvat Gita,28
Shaivism influences on Bhagavad Geeta,11
Shankaras Gita Bhasya says that the Self transmigrates. Is this true?,19
Shiva Gita in English with commentaries from eminent Philosophers,28
Should a kṣatriya always accept a gambling match by the opponent?,61
Should a person love only God (Krishna) ? What does Bhagvad Gita say about it?,55
should I be totally involved or non-attached?,47
Should ONLY ISKCON English translations of Scripture be cited when Traditional versions are also available?,58
Shunya (nothingness) vs Purna (fullness) -- How to reconcile the seemingly contradictive statements in Uttara Gita?,22
Significance of life in Bhagavad Gītā,11
Soul never dies as per Gita. So does the memory always remain with the soul or it gets wiped out when a person dies?,31
Soul  rebirth  humans and animals,15
Sri Vishnu Gita is present in which Puranas or ancient texts or scriptures.?,29
Stance of Bhagwad Gita regarding permanence of life,11
Summarized Srimada Bhagavad Geeta verses,11
Tenets of Hinduism in short,8
The actual meaning of Bhagavadh Gitas chapter 3 verse 14,60
The Akshaya Patras legend in the Mahabharata,40
The ambiguous nature of swadharma in the Gita,0
The best and easiest way to learn the Bhagwad Geeta,22
The Best method for attaining Krishna,34
The concept of Shunya (Void) by Dattatreya,26
The Holy Geeta or God Talks with Arjuna?,20
The motto of the Indian Army Seva Parmo Dharma is derived from which hindu scripture exactly?,3
The source of the saying Smruthi changes with time?,36
The story and Principle of adding shree श्री before our sacred religious books?,17
The story of Lord Krishnas death,2
The three gates of hell: Lust  anger and greed. What are they?  Why are they bad?,38
The Varna system and capitalism,31
To expect or not to expect in life?,21
Two conflicting thoughts among hindus in recent days?,36
Understanding Bhagavad Gita 2.46  2.47,60
understanding these slokas of the shiva gita,63
Using Om Tat Sat mantra in daily life,44
Uttara gita bhashya of Gaudapada,0
Uttara Gita: Source of Uttara Gita in Mahabharata,56
Verification of Claims of being an incarnation,33
Verification of Dharma always triumphs at the end,36
Verses similar to Gita 2:42 in the Vedas and Upanishads?,41
Vyadha Gita in the original sanskrit text,37
Was Bhagavad Gita a later interpolation?,56
Was Brihaspati mentioned in Rig Veda and Usana mentioned in Rig Veda and Bhagavadgita the same person?,40
Was Karna in the Bhishma parva?,3
Was Krishna himself a stithpragya purusha?,39
Was Shankara a bhakta of Saguna Brahman Narayana or did he consider Nirguna Brahman to be supreme?,40
Was Sri Krishna actually “unable” to repeat the Gita what’s the Vaishnav/Shaiva stance on this?,16
Was Sri Krishnas vishwaroopam seen by anyone before the Gita Upadesha?,43
Was the time temporarily stopped by Lord Krishna during Geeta upadesham?,24
Was verse 3.7.2 of Brihadaranyaka upanishad  a forerunner to Sri Krishnas statement in BG?,24
We’re kept from our goal not by obstacles  but by a clear path to a lesser goal,23
Wendy Doniger and the Bhagavad Gita,63
Were Ganesh and Kartikeya mentioned in Vedas? Is Ganapati Elder to Kartikeya?,55
What about the different interpretations of Bhagavad Gita?,37
What actually is Vishvaroop Darshan?,61
What are differences between Dnyaneshwari and other Bhagavad Gita commentaries?,28
What are good Hindi or Kannada translations of Jayadevas Gita Govinda (Sanskrit)?,60
What are sense objects ? What are their types?,15
What are some similar verses to Gita 2:26,19
What are the Three Worlds referred to in the Bhagavad Gita 3.22?,19
What are the best websites/books/ translations of works of Vallabhacharya and Shuddhādvaita?,7
What are the differences in teachings between Yoga Vasista  Ashtavakra Gita  and Vivekachudamani?,63
What are the different types of Lokas?,49
What are the eight fold paths in the Gita?,22
What are the flowery words of vedas mentioned in geeta?,19
What are the laws of nature and what happens if somebody breaks them?,38
What are the lines in the Bhagavad Gita that Sandip is alluding to?,60
What are the major texts of Shaivites?,26
What are the types of Bhakti-Yoga?,31
What are the verses in Bhagavad-Gita that support Advaita?,60
What are the Yagnas Sri Krishna was referring to in Srimad Bhagavad Gita?,16
What Bhagavad-Gita says about responding to those who hurt you?,19
What can I do to reduce anger  greed  lust  fear and ego?,5
What defines the Vedanta school?,31
What did Adi shankara tell about jagat in bhashya granthas?,40
What did Arjun see in the Vishwaroop of lord Krishna?,53
What did God the Supreme Being create actually: Body or Mind?,54
What do Adi Shankara thinks about Bhagavad Gita?,60
What does Gita Anvay Yog Samanvay mean?,63
What does killer of soul which is written in Śrī Īśopaniṣad  Mantra no 3 means?,8
What does prescribed duties mean? How do I differentiate between prescribed duties and unprescribed duties?,62
What does gita anvay yog samanvay mean?,63
What does Gita Chapter 7 Verse 23 mean?,41
What does hindu scriptures say about caste system?,61
What does it mean Whoever remembers Krishna at last moment of death attains Krishna?,52
What does Krishna say in Bhagavad Gita about his relationships to the Tri-murtis?,16
What does other sects  acharyas believe in Bhagavad Gita 7.19 Sloka except Vasinava Acharayas or Sects?,22
What does the Bhagavad Gita mean when it says caste is based on Gunas? Does it mean trained  external behavior  or genetic predisposition?,41
What does the term in the playing fields as used in the Bhagadavida Gita really mean?,41
What exactly does Bhagavadh Gita say about athesits,11
What happened after one has achieved oneness with God. According to vedas and Bhagavad Gita,3
What happened to Yashoda after Krishna ji left Gokul?,55
what happened when the Devas asked who are you to Lord Shiva?,34
What happens if a mantra / sadhana is siddha?,8
What happens on Moksha as per Bhagvad Gita?,46
What happens to a person who commits suicide according to Vedas and Bhagavd Gita,7
What happens to a persons Karma if he attains salvation at the time of his death?,21
What happens to someone who dies without any thoughts as per Hindu scriptures?,21
What happens to the soul of a person who died unnaturally in an accident?,30
What happens to the soul that attained liberation? Is it ever reborn again?,23
What happens to those who keep lying using God/Mother promises?,21
What happens with karma with expectations of fruits?,47
What is (the definition of)Yoga?,26
What is Tapa in Hinduism?,17
What is called Adhibhuta (Matter)?,17
What is correct interpretation of Bhagavad gita 9:32?,60
What is Dharma according to the Bhagavad Gita?,11
What is dharma?,49
What is discipline according to Bhagavat Gita?,22
What is dispassion to a Samsaric?,47
What is karma? Why god tell to perform duties?,10
What is Krsna Paksh( Darkness)  Sukla Paksh(Brightness) in Bhagavad Gita?,22
What is Madhvācāryas translation and commentary to ŚB 12.13.16?,58
What is maya and why is it there?,61
What is meant Bhagvad Gita 7.23?Isnt god one?,16
What is meant by Doing work without thinking about the Fruit of activity?,15
What is meant by the field of Dharma in the Bhagavad Gita?,63
What is Ravana gita  is it ever mentioned in any puran?,60
What is Sahaja Pranayam?,17
What is Sri Ganesh Gita?,40
What is the param dhama that Lord Krishna refers to in Bhagavadgita,24
What is the actual interpretation of following Bhagavad Gita shlokha?,0
What is the best way to attain Moksha (God-realization) in Hinduism?,33
What is the best way to read Bhagavad-Gita for new person?,28
What is the Bṛihat-sāma of Sama Veda that the Lord Shree Krishna mentions in BG 11.35 and where can I find it.?,19
What is the core message of the Bhagavad-gītā? What are some verses from Bhagavad-gītā that one can refer to  to enrich life in general?,63
what is the deep meaning of chapter 2 verse 28 Gita?,19
what is the deep meaning of this Gita quote?,41
What is the deep meaning of this quote?,61
What is the definition of sorrow according to Sri Krishna  what are the main reasons of sorrow?,52
What is the difference between -- Hypnotism and Divya Drushti granted to Arjuna by Krishna?,13
What is the difference between Buddhi (बुद्धि) and Mann (मन)?,61
What is the difference between Jijnashu and Jnani Bhaktas mentioned in Bhagavad Gita?,60
what is the difference between karma yoga and Sankhya Yoga?,31
What is the difference between living beings and dead matter according to scriptures?,33
what is the difference between Pancajanya   Devadatta and Paundram?,58
What is the difference between sacrifice (yajna) and charity (dana)?,49
What is the difference between Shrimad Bhagavatam and Bhagavad Gita?,60
What is the esoteric meaning of BG 4.29?,8
What is the Gita verse for Worshipping demigods fulfils material desires  but for Moksha  one should worship Me.,3
What is the importance of 1st chapter in Bhagavad Gita?,11
What is the last reference to Sanjay - Dhritarashtras narrator in Mahabharata?,40
What is the Mahapurusha Vidya recommended in the Uddhava Gita?,63
What is the meaning and interpretation of Bhagavad Gita 4.11?,60
What is the meaning of abhyahanyanta in Gita 1.13?,41
What is the meaning of bhīma-karmā vṛkodaraḥ in Gita 1.15?,11
What is the meaning of night for all living beings and day for all living beings?,33
What is the meaning of renunciation of fruit/result of actions?,1
What is the meaning of supreme personality of godhead,14
what is the meaning of defective duty?,47
What is the meaning of Gita ch.14 verse 27?,41
What is the meaning of intelligence being many branched?,1
what is the meaning of Knowledge and wisdom in Gita chapter 6 verse 8?,22
What is the meaning of Om Tat Sat?,61
What is the meaning of organ of action?,47
What is the meaning of sacrifices and austerities in Gita chapter 5 verse 29?,3
What is the meaning of Samkhya?,17
What is the meaning of Srimad Bhagvad Gita 3.26?,60
What is the meaning of the word Gītā (गीता)?,0
what is the meaning of this statement dispassion for what has to be heard and what has been heard.(Gita chapter 2 verse 52),46
what is the meaning of threefold miseries?,44
What is the meaning of worshiping a demigod? And is it bad to worship a demigod? [BG 4.12],4
What is the method of going into the Sharan of Krishna?,34
What is the most confidential knowledge in Bhagavad-Gita spoken in BG 18.64?,28
What is the most important text of Saiva sect?,31
What is the object to be attained according to Gita?,22
What is the origin of bhagavad gita?,0
What is the origin of Nishkama Karma (selfless action)?,49
What is the philisohopical difference between Gyan Yoga and Sankhya Yoga,7
what is the philosophy of bhagvat gita  advita or dvaita?,63
What is the philosophy of Yatharth Geeta?,46
What is the purpose of personal life if one inevitably winds up undoing his carma and personality to merge with the absolute?,38
What is the Rahasyashatra (रहस्यशास्त्र) Sri Abhinavagupta talks about in BG 3.11,19
What is the reason behind Gita favoring the SAtvika way over others?,11
What is the relation between Attraction(राग) and Repulsion(द्वेष)?,4
What is the Sankhya view on creation?,36
What is the seed of desire as per scripture?,21
What is the source of Gita Jayanti date?,60
What is the source of Uttara Gita,60
What is the story of the Pishacha who overheard the Bhagavad Gita?,29
What is the term Stithpragya (Steady wisdom) according to Bhagavad Gita?,63
What is the true meaning of mat-karma in the Bhagavad Gita?,22
What is the true meaning of Never consider yourself the cause of the results of your activities,38
What is the ultimate destination for souls in Bhagavad Gita?,7
What is the view of Vedanta sect on yoga and sankhya?,7
What is the Yogeshwara form of God Vishnu?,18
What is Yoga according to Bhagavad Gita?,63
What scriptures did people follow before Dwapara Yuga?,3
What scriptures  other than the Yoga Sutras and the Bhagavad Gita  mention Maitri  Karuna  Mudita and Upeksha?,22
What shloka in Bhagvatgita says that it is a sin to tolerate injustice?,36
What should I read  Where should I start  and in What sequence - when reading Hindu religious books?,31
What sort of questions perplexed Prince Arjuna before the start of the Mahabharata War,20
What subcommentaries on Adi Shankaracharya’s Bhagavad Gita Bhashya are available online in English?,28
what type of attachment ? GITA chapter 5 verse 11,19
What verse of Bhagavat Gita  according to scholars explicitly favour Advaitic interpretation?,60
What was Krishnas opinion on inter-caste marriage?,18
What was that secret message Dhritarashtra sent to arjuna before the day of war?,43
What was the significance of blowing (sounding of) the transcendental conch-shells in the Kurukshetra war?,36
What would be the motto to live a life?according to GEETA or any holy book?,17
Whats the implication on gender dynamics of Bhagavat Gita 9.32 interpreted according to Dvaita in Mahabharata Tatparya Nirnaya by Shri Madhwacharya?,11
When did Arjuna know that Karna was his brother,39
When the soul does Dharma or Karma  does the intellect rise or the consciousness level?,1
Where are Madhvacharyas Puranic quotes describing the path to Moksha?,17
Where can I find a good comparitive study of the prasthana trayi commentaries?,7
Where can I find a searchable online text of the Bhagavad Gita?,37
Where can I find The Holy Geeta by Swami Chinmayananda with *Good Quality Pages*?,22
Where can I read Guthartha Dipika of Madhusudana Saraswati online  in English?,22
Where can I read Prasthana Trayi from Satya Sai school?,7
Where can I read Sridhara Swamis commentary on the Bhagavad Gita online in English?,28
Where can I read the Bhagavad Gita with the commentary of Vishwanath Chakravarti Thakura in English in a PDF version?,28
Where does Bhagavad Gita talk about levels of reality?,11
Where exactly is Ashtavakra Gita found?,28
Where exactly is the Bhagavad Geeta quote that the ultimate aim of life is to attain moksha found?,46
Where from I get Ribhu Gita?,60
Where Gita is mentioned in Mahabharata?,56
Where I can find Gita-mahatmya in original devanagari script (7 slokas in Devanagari script) from Introduction to Bhagavad-gita of Srila Prabhupada,37
Where is Bhagavad Gita referred to as Hari Gita?,56
Where is it written  To oppress is a sin  but to tolerate oppression is a far greater sin,1
Where is the scriptural reference (or evidence) that the Bhagavad Gita is an Upanishad?,37
Where is the verse where Krishna says hes the father of all?,39
Where is the word Bhagavad Gita found?,37
Where this statement I know how to control the universe Mentioned in Bhagvad Gita?,19
Which chapter of Skanda Purana contains Guru Gita?,0
Which chapters of Bhagavad Gita should be read for Shanti of the departed ancestors?,11
Which characters in Mahabharata and Mahabharata war are fit in definition of Yoga,3
Which commentary of the Bhagavata Gita is the best?,37
Which famous quotes are wrongly attributed to Bhagavad Gita?,29
Which Geeta shlok says thus?,40
Which Hindu scriptures explicity mention that we take only one birth?,36
Which is the most trusted bhagvat gita version available?,28
Which is the oldest text that mentions gita other than Mahabharata and purans?,0
Which is the prime holy book of Hindus?,58
Which Mission is implied by the purport of Gita 10.42?,63
Which other texts apart from Shri Bhagvad Gita talk about the indestructible nature of human soul/atman?,7
Which scripture describes Lord Shiva as īśaḿ (ईशं) ? Is it one of the form of Lord Shiva?,4
Which Scriptures say that by chanting Lords name during the time of ones death one can attain Moksha?,61
Which sect does Swami Mukundananda belong to?,58
Which texts are infallible and inerrant?,26
Which verse of the Bhagavad Gita says If you dont fight for what you want  dont cry for what you lost?,40
Which verse(s) from the Srimad Bhagavatam was/were quoted by Acharya Abhinavagupta in his commentary on the Bhagavad-Gita?,29
Which verses from Gita were referred by J Robert Oppenheimer (the father of atomic bomb)?,40
Who are they in BG 16.8? Atheists? Cārvākas? Vaiśeṣikas?,17
Who are Rig Veda   Yajur Veda and Atharv Veda?,46
Who are the (Sixteen?) Mothers referred to by Sri Adi Sankaracharya?,36
who are the best of brahmins?,17
Who are the Chatur Bhaginyadinis mentioned by Adi Shankaracharya?,19
Who are the speakers of the other gitas?,41
Who compiled Pandava Gita and what is the earliest reference to it?,29
Who compiled Saptasloki Gita and Chatuhsloki Bhagavata?,60
Who decided to include only three particular texts in the group called Prasthanatrayi?,7
Who developed the terminology of the Prasthanatrayi of the Vedanta school?,7
Who first coined the term Sanatan Dharma?,17
Who had the sacred knowledge of Bhagavat Gita before Arjuna?,57
Who has written Bhagvat Geeta?,41
Who is it possible that gita is written in classical sanskrit and not in vedic sanskrit?,37
Who is Parmeshvara  Ishwara  VAsudeva? What is the difference among them?,36
Who is Right: Vivekananda or Lord Krishna?,55
Who is Writing This? Who am I?,1
Who was the preceptor of Seeradhwaj King Janak?,3
Who were the people that thought Śaṅkarācārya was the author of Bhagavad-gītā?,29
who wrote Bhagavad Gita/Mahabharata?,56
Whom was the Vedic knowledge given to in the Vaivasvata Manvantara  Manu or Vivasvan? (Contradiction in the Gita and Purana),22
Whose Vishwaroop did Arjuna actually see?,20
Why Margasheersha month is auspicious?,4
Why a husband is called पतीपरमेश्वर (Pati Parmeshwar)? Whom should a wife devote to at time of death?,61
Why a positive emotion like happiness is not encouraged by Krishna in Geetha?,18
Why are the chapters of Bhagavad Gita called Yoga?,28
Why are the techniques of kriya yoga a secret while it is mentioned in Gita?,22
